customer_unique_id,order_purchase_timestamp,recency,frequency,monetary
721b540,2018-07-20 14:45:04,44,1,53.48
a9077a5,2017-05-07 13:20:43,483,1,233.78
4db6802,2018-06-26 18:23:34,68,1,103.25999999999999
670b703,2018-03-28 09:57:20,158,1,47.23
63e0025,2018-08-14 22:23:39,19,1,213.66
3e98a0e,2018-05-17 17:09:33,108,1,65.34
36d5ed6,2018-08-04 09:49:36,29,1,83.45
a84b91f,2018-04-06 17:09:04,149,1,48.78
3b7860b,2018-08-10 14:02:07,23,1,47.44
e4cf8c2,2018-08-11 22:28:50,22,1,123.97
23bb341,2018-07-09 04:09:51,56,1,157.88
1971de7,2017-06-27 15:20:11,432,1,40.77
f4ecf73,2017-02-05 13:18:01,574,1,150.04
017fa9b,2017-08-21 15:35:44,377,1,43.69
6a3a03f,2018-02-15 22:43:42,199,2,149.32
d3b23e5,2017-07-03 19:01:37,426,1,136.5
a6147eb,2018-07-19 15:52:41,45,1,131.71
7fd3d22,2017-03-15 15:05:09,536,1,40.86
df2400a,2018-04-16 20:06:48,139,1,42.63
569a1db,2017-03-09 18:56:53,542,1,75.43
4e58d8d,2018-06-09 08:28:10,86,1,192.16
2b76521,2018-07-09 22:01:08,55,1,103.16
2843359,2018-05-15 22:29:47,110,1,268.79
5f5c63b,2018-04-09 18:53:07,146,1,201.84
91a94e1,2018-06-24 14:42:41,70,1,36.23
c9a3dc6,2017-07-04 16:29:20,425,1,354.53
b0e3d52,2018-08-15 10:55:48,18,1,69.44
dd3807a,2018-03-29 14:04:05,157,1,104.68
7e53f6f,2018-06-07 17:47:13,87,1,86.19
a3e9d9b,2018-03-31 23:33:31,155,1,109.62
156283b,2018-07-24 18:13:35,40,2,82.0
766b2fb,2017-06-06 20:26:32,453,1,28.59
b6b2489,2017-10-24 23:10:04,313,1,71.63
5ab9507,2018-07-22 14:41:48,42,1,60.56
b6caaff,2018-01-08 21:01:23,237,1,137.08
b326ede,2017-12-05 09:55:51,271,1,197.01
d4a97fd,2017-03-24 20:56:37,527,1,33.42
00bee19,2017-11-17 19:42:27,289,1,673.69
4748978,2018-04-17 17:28:05,138,1,531.48
f2974b3,2018-03-13 22:13:54,173,1,74.06
b73c98a,2017-06-07 18:07:46,452,1,21.76
326b30f,2017-12-29 02:14:21,248,1,41.78
6566439,2017-10-19 22:49:04,318,1,48.29
b7b4d3f,2018-02-06 09:53:36,208,1,44.09
85c9cc8,2018-06-08 21:53:39,86,1,246.24
dcae10a,2017-10-18 12:16:29,319,2,142.66
2a264b2,2017-11-24 22:52:14,282,1,69.73
3f67836,2018-04-18 19:20:52,137,1,75.24
d585ef3,2018-06-03 15:02:14,91,1,75.46
f4bd2c3,2017-07-20 10:58:58,409,1,70.41
d5f9709,2017-03-20 23:30:06,531,1,79.03
3cc4abc,2017-06-25 17:17:12,434,1,88.2
7b036c2,2018-04-26 13:51:23,129,1,150.6
97e9e14,2018-05-03 10:45:35,122,1,103.61
0783b65,2018-03-22 10:15:19,164,1,76.19
977d8fa,2018-06-25 17:19:48,69,1,143.49
aff556f,2017-06-13 14:52:30,446,1,247.1
5448fb6,2018-03-02 20:04:19,184,1,343.71
d6670f0,2017-12-28 14:27:46,248,1,65.0
7bd6815,2017-06-02 16:47:29,457,1,184.11
996d28d,2018-03-07 18:08:19,179,1,121.71
5ac38ef,2018-04-19 11:46:10,136,1,423.47
fc28363,2018-02-19 17:44:31,195,1,104.65
6fabaab,2018-06-16 15:24:03,78,1,927.22
74903da,2017-10-31 22:39:06,306,1,30.38
fd966da,2017-11-25 07:39:11,282,1,94.1
17fb23e,2017-10-27 15:34:03,310,1,35.69
c21b919,2018-04-30 15:43:39,125,1,121.68
41874d8,2017-10-29 20:16:29,308,1,58.59
cfdfed6,2018-06-09 11:45:29,85,1,52.71
95b695b,2018-02-08 21:04:33,206,1,398.42
d6e6b43,2018-01-05 12:39:07,240,1,188.94
008b82b,2018-03-10 18:42:35,176,1,45.13
685abc1,2018-07-03 11:14:42,61,1,240.08
be67ec5,2018-02-06 23:23:59,208,1,100.2
073ce04,2018-02-05 12:04:33,209,1,320.04
d7bf7cf,2017-12-26 18:24:08,250,2,358.49
f739a0a,2017-08-09 20:49:25,389,1,29.0
bac3c68,2017-05-19 16:57:25,471,1,74.33
28ad66c,2017-04-03 12:43:06,517,2,154.59
5e15e6a,2017-11-05 23:44:57,301,1,68.17
b03da8a,2017-07-06 19:53:02,423,1,48.09
af3de24,2017-04-12 17:43:27,508,1,76.05
beb36c4,2018-01-03 12:54:52,242,1,43.09
2ee9f94,2018-03-25 18:28:25,161,1,39.31
47378ac,2018-02-28 15:29:12,186,1,90.76
62f5246,2017-05-04 02:30:50,487,1,130.47
8c986a9,2018-03-25 23:27:23,161,1,209.74
97f8d30,2018-06-22 21:40:54,72,1,412.96
e4fa7cf,2018-08-13 13:19:54,20,1,57.51
e72db37,2018-05-09 07:54:15,117,1,303.72
3f38d68,2018-07-07 23:49:13,57,1,21.89
11ccf36,2018-08-26 21:18:34,7,1,67.58
ce3d147,2018-06-21 19:24:06,73,1,58.37
9c8a048,2017-12-05 15:45:05,271,1,84.14
4de3ce7,2018-06-26 08:38:27,69,1,90.83
e651165,2017-07-17 12:01:14,412,1,119.66
915e75e,2018-08-18 18:04:29,15,1,56.03
cca4765,2018-06-11 14:07:58,83,1,230.44
bd8e0c1,2018-05-29 08:20:32,97,1,50.95
fec3ef9,2017-12-06 21:38:37,270,1,24.71
8cacfcc,2017-07-18 20:28:06,411,1,103.55
edbc2f5,2017-10-17 12:31:09,320,1,35.0
1ec10ef,2018-07-24 16:40:18,40,1,85.58
bee6d7e,2017-09-13 16:41:53,354,1,104.28
59c7d16,2017-11-24 17:03:52,282,1,65.09
966f5f8,2018-08-01 18:14:28,32,1,923.55
3d5d9a1,2017-11-26 14:11:15,280,1,95.99
196d08c,2018-01-17 16:29:52,228,1,66.69
1d032f2,2018-02-19 11:58:43,195,1,267.45
398498e,2018-04-22 23:01:47,133,1,92.97
abd0402,2017-11-14 11:10:14,292,1,186.43
a61bdd3,2017-03-14 11:24:10,537,1,25.95
84c4f3f,2018-04-03 22:59:48,152,1,200.13
6522301,2018-03-12 16:45:07,174,1,143.99
9099c65,2018-02-27 18:16:26,187,2,362.1
9f019b7,2018-05-15 11:28:25,110,1,43.71
bf9a7a2,2017-05-15 14:45:55,475,1,117.07
489937c,2018-03-13 23:17:04,173,1,643.19
2d8a817,2018-01-28 08:46:35,218,1,212.09
5a96f34,2017-07-28 17:31:17,401,1,71.14
81ab2d4,2017-10-07 17:26:31,330,1,75.65
df55505,2017-09-13 08:38:58,355,1,214.32
ad7c38d,2018-03-01 14:49:23,185,1,39.69
c5a2ace,2018-08-05 08:15:58,29,1,77.2
08eace1,2017-07-31 15:49:58,398,1,69.85
f4efddc,2018-02-02 10:18:03,212,1,55.61
b94a3a6,2018-06-05 19:59:42,89,1,64.34
a3828c3,2018-06-10 18:40:46,84,1,159.75
aeb7167,2017-05-31 07:40:50,460,1,633.88
caae5a3,2018-01-17 17:19:35,228,1,71.62
de7513e,2018-08-15 21:17:21,18,1,68.92
1c033ae,2018-02-16 11:46:02,198,1,67.5
f5405af,2018-07-05 20:25:54,59,1,86.05
784b219,2017-09-20 16:42:41,347,1,150.3
eead38e,2017-11-14 19:52:40,292,1,125.01
1578412,2018-04-25 16:04:20,130,1,172.13
be4c4bc,2017-06-12 19:22:59,447,1,69.73
8430646,2017-12-30 10:31:39,246,1,298.22
33a0ae3,2018-03-27 19:03:56,159,1,62.82
b033be1,2018-03-01 18:52:36,185,1,793.09
7082840,2017-11-03 08:37:03,304,1,38.5
674d38e,2018-02-19 11:12:19,195,1,145.68
75db9a7,2018-08-17 09:47:55,16,1,81.55
fdf2aa0,2017-10-02 12:22:51,335,1,268.9
6d6bb30,2018-08-13 10:04:40,20,1,177.6
12bb2d7,2018-02-19 13:47:51,195,1,63.69
249e7e4,2017-10-05 10:44:47,332,1,77.42
b168e38,2018-04-28 00:21:17,128,1,119.4
71c8f79,2018-01-11 11:45:22,234,1,113.85
c0c949c,2018-02-03 20:37:59,211,1,226.71
3a50260,2018-08-05 18:45:25,28,1,83.56
dfd222d,2018-07-17 15:18:16,47,1,58.28
3cc0991,2018-05-16 09:31:53,109,1,187.67
1bae6a1,2018-01-19 13:48:59,226,1,116.31
0b18593,2018-03-13 08:07:13,174,3,190.96
6025e80,2017-11-03 20:02:58,303,1,120.17
57e22b0,2017-10-31 12:20:33,306,1,98.51
51cf805,2018-05-15 07:53:32,111,1,27.78
bd0512a,2017-09-25 22:57:30,342,2,357.76
ff7bfe2,2018-03-22 21:07:11,164,1,66.39
1a9725a,2018-06-17 13:06:47,77,1,135.0
862a1a2,2018-03-27 08:26:27,160,1,63.33
1c75daf,2018-02-02 10:52:24,212,1,82.61
4ff0302,2017-11-19 19:59:00,287,1,137.47
58e37d5,2018-08-15 20:48:09,18,1,235.81
86e49ec,2018-06-26 15:07:53,68,1,223.74
092f9a4,2017-03-15 17:08:18,536,1,29.51
ac987d4,2017-10-01 08:20:11,337,3,515.37
d1e50ac,2018-03-02 13:35:20,184,1,94.3
bd0d97c,2018-08-02 12:07:12,31,1,45.3
b885f96,2018-01-11 22:49:10,234,1,89.28
6894b2a,2017-12-17 17:30:45,259,2,162.73
fed72e8,2017-07-30 03:01:54,400,1,39.24
7cc783d,2018-06-09 01:13:30,86,1,316.2
2b80802,2018-03-20 15:19:46,166,1,611.68
25e3d6b,2018-06-22 17:11:15,72,1,38.86
22f99be,2018-04-30 09:27:38,125,1,237.54
1648c72,2017-11-21 11:44:48,285,1,218.24
edcc7ce,2018-04-25 19:43:19,130,1,78.78
a2f0e00,2017-04-08 19:02:42,512,1,130.84
0d25175,2018-02-01 13:03:17,213,1,95.14
d49063f,2018-06-09 15:21:59,85,1,121.11
29290cd,2018-04-25 10:25:41,130,1,515.93
bf19a49,2018-07-25 22:38:09,39,1,20.29
1483a22,2018-08-13 12:54:15,20,1,120.62
ffbb8df,2017-06-19 10:56:12,440,1,29.47
afead84,2017-09-28 20:27:55,339,1,174.86
3dfad6d,2017-11-24 20:14:59,282,1,108.1
f6c7e1a,2017-02-27 06:46:22,553,1,105.83
d353b93,2018-05-11 11:45:52,114,1,25.19
7dd2e88,2018-08-12 11:50:31,21,1,84.69
8b3dcf8,2017-09-24 19:37:48,343,1,203.93
168a168,2017-09-13 19:56:05,354,1,263.87
7104de3,2018-04-23 18:29:35,132,1,54.13
c611b2d,2018-04-22 15:51:44,133,1,265.04
bb0d622,2018-02-16 22:05:21,198,1,104.56
249db97,2018-04-16 18:26:51,139,1,112.04
4b949bd,2017-10-27 08:47:05,311,1,215.05
dda31a9,2018-03-02 18:25:17,184,1,207.28
5d1647e,2017-12-09 10:57:33,267,1,41.01
5dc7d2b,2018-02-09 15:41:23,205,1,793.09
c078417,2018-01-03 08:15:46,243,1,151.6
6e53cd8,2017-01-19 08:57:04,592,1,44.66
0b50686,2017-05-16 23:08:14,474,1,74.16
6d2b579,2017-09-08 13:30:44,359,1,136.43
679035e,2017-10-19 16:47:40,318,1,53.0
d10687a,2018-05-11 16:51:46,114,1,68.84
c76ca4c,2018-06-18 11:48:20,76,1,151.65
d292ad7,2018-03-26 13:30:42,160,1,225.15
52fcf1e,2018-06-07 17:44:23,87,1,123.53
3d6ed72,2017-08-24 01:43:32,375,1,162.24
2d632b5,2018-06-02 21:17:37,92,1,46.14
74a9637,2017-03-28 10:31:06,523,1,24.42
5738a67,2017-11-19 20:06:28,287,1,27.0
31d2262,2018-08-18 07:58:16,16,1,171.77
7af1a88,2017-07-22 23:03:02,407,1,221.1
214ac74,2017-12-27 18:54:07,249,1,120.31
3e50df9,2018-01-06 20:02:44,239,1,227.23
0103751,2017-05-26 23:29:07,464,1,35.0
ef6cab3,2017-05-20 16:24:16,470,1,175.4
0377f84,2017-11-16 18:07:08,290,1,91.18
71b6cdf,2018-02-03 10:27:19,211,1,132.27
77f34ca,2017-12-16 16:35:44,260,1,96.12
fa0e827,2018-02-06 17:39:21,208,1,77.57
aa53470,2018-02-21 02:17:40,194,1,225.23
274d4e1,2018-08-16 14:27:39,17,1,44.41
a5afc2f,2016-10-07 14:42:24,695,1,113.17
b8d69ed,2018-08-02 19:51:25,31,1,23.29
1218ebc,2018-05-17 09:23:01,108,1,126.88
1844dd7,2018-03-25 00:26:38,162,1,128.93
9422ac9,2018-03-08 16:04:41,178,1,158.51
92dbb8a,2018-08-02 17:07:12,31,1,568.51
520e252,2017-10-18 11:14:39,319,1,295.7
30d7705,2017-09-15 21:42:01,352,1,133.76
4f390e1,2017-07-11 10:45:44,418,1,249.09
4ab1344,2017-05-08 17:59:21,482,1,94.3
3a05a8f,2018-06-01 20:58:03,93,1,102.85
ccfd020,2018-03-01 08:02:21,186,1,77.71
4421ca3,2018-01-06 13:56:51,239,1,56.4
33d03a2,2018-07-27 21:19:42,37,1,52.04
3740260,2018-01-26 16:59:16,219,1,100.21
b778dfe,2017-04-19 23:06:21,501,1,118.11
9dd770c,2017-12-13 15:09:41,263,1,155.19
c562fe6,2018-08-22 15:45:32,11,1,66.14
0baff0e,2017-11-24 11:40:17,282,1,155.58
5c9f12f,2018-03-09 19:28:09,177,1,50.23
917d328,2018-03-25 11:51:33,161,1,134.32
dcfc9c4,2017-08-04 16:40:28,394,1,130.26
990228d,2018-07-30 23:50:53,34,1,53.37
9d4dad0,2017-03-29 23:16:59,522,2,200.87
370d468,2018-01-17 12:25:03,228,1,122.5
8910eb2,2018-06-26 14:39:22,68,1,75.75
0274b33,2018-04-14 10:11:09,141,1,367.99
f72e8ca,2018-05-07 09:28:59,118,1,37.78
fb22c4b,2018-03-26 09:36:58,160,1,138.71
e5dbefd,2018-01-11 17:11:11,234,1,137.6
14b2429,2017-01-26 10:21:45,584,1,114.77
48ae203,2018-04-10 14:00:39,145,1,254.82
457626c,2018-07-23 17:26:00,41,1,57.17
505c54a,2018-01-22 14:06:38,223,1,58.27
9041d30,2018-02-24 18:43:43,190,1,148.64
8257cae,2018-01-17 00:04:50,229,1,380.4
f53c22c,2018-02-07 17:45:43,207,1,54.1
08864f7,2018-03-02 15:34:17,184,1,190.01
1e50d94,2018-05-14 19:30:14,111,1,52.22
9a70db6,2017-09-28 19:31:57,339,1,221.79
3420ecc,2018-01-23 20:36:48,222,1,123.02
efaf351,2018-06-17 18:16:25,77,1,118.77
c130bf4,2017-06-01 10:48:48,458,2,170.68
047996a,2018-03-27 21:39:27,159,1,584.42
2bcbce8,2017-06-05 11:46:52,454,1,148.15
0e061c4,2017-09-19 20:17:54,348,1,267.17
965ee81,2018-03-22 13:13:26,164,1,251.78
c9a8445,2018-01-12 13:03:11,233,1,96.09
d92b08b,2017-12-11 11:46:29,265,1,292.5
9d0bb2a,2018-05-11 00:18:02,115,1,69.18
75b2ce0,2018-03-18 17:09:46,168,1,184.03
d0e3996,2018-08-15 03:24:22,19,1,90.62
c7baae5,2018-07-31 18:22:05,33,1,62.46
c3da934,2017-12-31 16:23:16,245,1,56.78
acee6e1,2017-07-22 20:31:20,407,1,85.95
4cadda4,2017-01-30 11:44:24,580,1,43.89
a2bed9f,2017-11-18 00:01:20,289,1,72.68
cb11570,2018-06-12 09:53:59,82,1,79.5
907420b,2018-02-21 14:12:37,193,1,138.65
01f9585,2018-07-31 23:24:23,33,1,251.33
7a76dc3,2018-03-11 23:02:22,175,1,65.94
afc1dfb,2018-04-10 07:50:46,146,1,26.29
be6269a,2018-08-13 10:39:55,20,1,180.64
4118744,2018-08-06 07:41:37,28,1,88.12
400daa6,2017-06-29 10:45:42,430,1,124.69
3546c40,2018-03-25 23:49:29,161,1,88.41
c91a7e9,2018-06-09 21:26:38,85,1,96.43
462dc9c,2017-11-27 02:12:57,280,1,79.98
e4fe820,2017-12-13 18:04:44,263,1,123.5
1f26d46,2017-08-09 16:43:18,389,1,136.37
76655d8,2017-11-03 13:58:47,303,1,131.61
4550984,2017-02-12 12:38:40,567,1,1782.55
25d6d34,2017-03-21 09:29:30,530,1,151.13
b0604be,2017-10-04 23:11:22,333,1,181.55
e30a978,2018-05-18 12:02:17,107,1,143.46
9c883c1,2017-05-19 14:15:56,471,1,76.69
02efca1,2017-08-27 15:36:37,371,1,185.69
f6ef346,2018-07-22 14:51:27,42,1,132.13
224c7f7,2018-08-01 12:21:55,32,1,59.87
204793d,2018-05-01 10:10:41,124,1,89.36
76220fb,2018-05-21 22:15:43,104,1,168.08
d69b805,2018-02-13 19:11:28,201,1,53.84
a05262e,2018-06-07 11:31:23,87,1,698.45
b1079e3,2017-09-07 18:21:44,360,1,175.77
36b2036,2017-09-18 17:16:07,349,1,73.34
8cce325,2017-07-05 19:39:15,424,1,122.25999999999999
515ad14,2017-12-11 16:37:18,265,1,122.5
e4e59f3,2018-05-07 21:12:44,118,1,36.95
10cd814,2018-03-05 21:10:00,181,1,418.24
62dc0e1,2018-05-06 16:03:22,119,1,27.29
0e72e30,2018-04-28 21:18:24,127,1,96.26
6ced108,2018-04-07 22:02:10,148,1,86.76
acc71fc,2017-10-03 22:51:20,334,1,79.51
996106e,2018-02-23 15:19:03,191,1,104.28
6c167f1,2018-05-22 19:11:55,103,1,77.68
82b54c1,2018-04-01 18:56:51,154,1,67.22
37861d2,2018-06-26 12:21:28,68,1,32.96
f1b57a4,2018-03-07 00:30:17,180,1,145.47
8b0769e,2018-03-19 11:53:52,167,1,56.38
97734fd,2018-04-16 14:57:21,139,1,1388.68
45325be,2018-07-21 16:24:41,43,1,146.48
103872c,2018-07-19 16:23:55,45,1,242.77
7c08b70,2018-07-13 08:29:39,52,1,199.26
16c91aa,2018-06-23 16:58:48,71,1,138.84
4fda11b,2018-07-31 18:27:29,33,1,114.79
2ddd50b,2017-10-16 12:21:07,321,1,117.27
9f9151d,2018-06-25 16:33:25,69,1,55.85
b3946eb,2017-11-19 20:27:48,287,1,42.77
86315f1,2017-07-12 23:24:00,417,1,175.22
f51f170,2018-08-01 15:26:34,32,1,86.41
3434f88,2018-07-07 21:30:58,57,1,28.79
1c843de,2017-12-06 16:57:11,270,1,53.53
06268d8,2017-07-29 13:30:29,400,1,936.52
5acd65b,2017-11-25 16:04:49,281,1,29.44
771c1a7,2018-06-19 17:05:20,75,1,154.13
a17132a,2017-09-17 18:47:24,350,1,83.7
4bf0e87,2018-04-17 22:46:15,138,1,237.59
406be51,2018-05-13 23:03:15,112,1,89.45
b3eb76b,2018-02-01 22:01:32,213,1,837.39
a04d29e,2018-03-07 17:26:45,179,1,141.73
f95bae6,2017-11-24 14:38:50,282,1,69.61
5c8a8e1,2017-06-18 10:53:26,441,1,156.35
8a8c4ce,2018-01-13 13:29:53,232,1,102.13
693c7d6,2018-03-26 22:13:38,160,1,70.14
cd9ac49,2017-04-26 10:42:17,494,1,167.8
537a843,2017-06-28 14:09:34,431,1,137.99
098e52a,2017-11-24 02:00:02,283,1,167.82
29939d4,2018-08-23 06:32:15,11,1,42.97
9b716d4,2018-03-04 10:45:42,182,1,428.78
7094853,2017-04-29 18:33:00,491,1,91.06
2c60d9a,2018-02-19 23:39:11,195,1,119.48
14e5f24,2017-08-22 19:39:56,376,1,59.64
57f0ea1,2018-06-21 14:34:17,73,1,44.29
713110a,2018-03-17 08:21:08,170,1,285.79
17285df,2018-04-09 18:45:29,146,1,198.94
9c88dc4,2017-07-23 22:01:14,406,1,87.96
9bb0243,2018-01-09 18:51:14,236,1,124.21
47b77d2,2017-11-26 22:33:57,280,1,50.1
7769dfe,2018-08-09 01:13:45,25,1,59.52
3d057e2,2018-01-14 09:39:51,231,1,689.93
8faf7d5,2017-11-05 13:10:25,301,1,61.01
3a4f5d7,2018-03-15 20:17:07,171,1,94.39
642d4a4,2017-08-21 21:34:39,377,1,24.69
25142f7,2018-03-10 23:44:37,176,1,37.31
2b29203,2017-08-02 21:24:37,396,1,86.63
5d37b4c,2017-03-23 01:45:10,529,1,35.86
3841395,2018-03-21 18:50:20,165,1,37.13
3f2fa57,2017-08-10 15:14:52,388,1,178.34
58ee106,2018-02-20 10:41:50,194,1,35.14
a1b27fb,2017-09-03 15:31:58,364,1,190.58
5c28d6e,2018-01-10 15:36:24,235,1,24.68
73ab889,2018-08-06 18:25:54,27,1,721.99
8995f8d,2017-03-16 19:38:01,535,1,99.35
676a7f7,2018-04-11 18:58:08,144,1,307.9
52e34a0,2017-12-07 21:02:11,269,1,156.22
1cc138a,2018-02-25 12:06:00,189,1,83.17
62d7776,2017-09-28 19:29:26,339,1,476.87
0e095d4,2017-05-26 17:46:01,464,1,175.64
8e63cfe,2017-11-27 12:49:50,279,1,95.22
7321108,2017-10-23 18:35:53,314,1,111.8
61c5806,2018-04-15 17:15:31,140,1,203.13
7af7a47,2018-06-06 18:30:20,88,1,221.08
709f1bd,2018-07-07 18:46:47,57,1,229.54
fbb1652,2018-08-08 18:15:20,25,1,143.49
3b40316,2017-08-11 10:40:12,387,1,280.63
86a6f54,2018-02-18 21:39:15,196,1,239.42
f0a1677,2018-04-27 13:55:56,128,1,76.41
681b21a,2017-03-27 15:48:03,524,1,49.25
138a20d,2018-07-14 01:09:22,51,1,172.16
79eeb39,2017-03-23 21:52:14,528,1,157.72
6d7d7f3,2017-07-17 19:40:32,412,1,226.68
482441e,2018-05-08 06:34:07,118,1,163.13
47d2b80,2017-05-03 21:22:59,487,1,38.33
ae76d87,2018-01-26 14:41:14,219,1,138.6
8a03bb1,2018-07-27 10:20:01,37,1,146.58
96f0eff,2018-01-26 22:06:53,219,1,165.8
a62c4ed,2018-06-03 20:38:28,91,1,211.78
cd02ec5,2017-03-29 12:27:32,522,1,114.85
dda38d4,2018-06-02 14:49:20,92,1,32.29
9b9ddde,2017-09-10 18:31:12,357,1,258.99
655a53b,2018-01-17 13:25:28,228,1,89.88
38140b9,2018-05-02 21:05:47,123,1,47.79
f448091,2018-07-23 19:45:46,41,1,142.49
0055b52,2017-03-03 15:48:57,548,1,364.75
5fc9aa5,2017-10-25 18:04:40,312,1,241.62
d870a06,2017-12-29 13:11:06,247,1,786.82
9bd3091,2018-05-10 17:07:17,115,1,1288.74
07f61ca,2017-08-05 14:52:24,393,2,99.41
fdea01c,2018-02-10 11:03:47,204,1,60.01
27fa12c,2017-11-19 17:30:55,287,1,32.09
d4fd3ee,2018-07-12 23:15:44,52,1,530.71
a573a05,2018-01-30 20:00:25,215,1,73.06
d77ba92,2017-07-25 21:05:59,404,1,44.1
3a6eb16,2018-04-06 17:05:49,149,1,30.77
e6a6222,2018-08-18 22:41:34,15,1,76.07
00c26c3,2018-03-04 20:11:11,182,1,36.69
8fcc5fc,2017-06-20 15:57:52,439,1,251.09
cd25f58,2018-03-27 15:17:23,159,1,140.8
ef8d54b,2018-04-19 13:54:06,136,1,3018.6
0fe1b6d,2018-03-16 07:34:43,171,1,141.73
b8c9ecc,2018-03-21 09:06:30,166,1,83.59
cfa9494,2018-04-01 10:00:08,154,1,89.36
145bab8,2018-07-28 23:20:32,36,1,132.13
c4d9ec8,2017-06-25 22:22:31,434,2,247.20999999999998
55133cf,2018-06-19 14:28:13,75,1,46.39
353027c,2017-10-18 11:56:48,319,1,158.66
72117da,2017-12-08 19:02:53,268,1,116.36
23a9fef,2018-05-15 13:34:26,110,1,137.66
d5bcdee,2017-10-03 14:32:26,334,1,69.73
e237923,2018-01-17 11:56:39,228,1,45.54
5b1ae94,2017-05-20 17:52:37,470,2,185.87
a826b33,2017-10-02 21:54:34,335,1,72.42
1df5464,2017-12-10 22:51:16,266,1,34.0
b3b88dd,2017-12-20 14:52:29,256,1,618.75
979cb78,2018-05-06 02:07:13,120,1,43.22
6ab1d0f,2018-05-18 20:18:43,107,1,82.76
69a8c6f,2018-05-11 19:39:34,114,1,49.96
06dd5bb,2018-08-16 17:11:46,17,1,49.55
517a375,2017-10-11 09:57:02,326,1,105.38
763d290,2018-06-03 19:46:12,91,1,114.57
2e45c53,2018-02-07 23:29:04,207,1,31.0
a295841,2018-06-25 09:52:10,69,1,979.45
9963ec4,2017-08-04 15:58:07,394,1,56.34
9b81743,2018-03-07 08:31:28,180,1,30.88
6f2e9b9,2018-07-25 09:15:17,39,1,121.93
6096c8a,2017-11-24 02:31:20,283,1,112.3
e69f350,2018-01-07 19:48:40,238,1,46.78
c2bffaf,2018-07-26 22:20:02,38,1,837.42
f496bd3,2017-12-13 08:44:11,264,1,38.59
333ff0d,2018-04-05 08:55:00,151,1,71.81
2a14328,2017-09-21 17:13:40,346,1,105.22
34e9762,2018-01-13 15:02:38,232,1,224.12
4c269cf,2017-12-31 14:43:24,245,1,78.79
53b99a9,2018-01-06 17:19:20,239,1,26.75
b1cf8d4,2017-11-07 21:02:17,299,1,71.22
90219f4,2018-08-11 19:20:35,22,1,661.57
4077a40,2017-11-09 19:16:07,297,1,153.9
596e0b1,2017-07-18 09:59:10,411,1,75.62
70ae231,2018-04-10 13:16:34,145,1,261.36
8d6a90f,2017-06-19 09:18:43,440,1,82.22
4d70804,2017-08-24 21:35:58,374,1,60.1
26ffa3c,2017-08-20 14:53:31,378,1,60.0
8fa1be8,2017-10-04 19:55:43,333,1,181.16
b286930,2017-09-04 14:44:43,363,1,105.37
465e2a2,2018-01-26 22:21:10,219,1,63.63
9a20082,2018-07-30 11:20:49,34,1,140.02
34262db,2018-07-26 18:05:06,38,1,238.57
78c3903,2018-07-29 19:40:38,35,1,458.56
8082e09,2017-09-03 18:06:11,364,1,359.6
aae6800,2018-06-21 14:42:23,73,1,35.84
d6a819a,2018-05-23 11:35:11,102,1,119.17
f7c20fc,2018-08-09 18:06:43,24,1,56.5
d7f3b71,2018-07-27 21:43:27,37,1,57.21
1efb4a0,2017-11-24 08:15:54,283,1,71.82
d2931dd,2017-08-09 21:32:08,389,1,56.78
4c4e2c1,2018-04-01 19:12:15,154,1,31.96
2c6ba84,2018-02-02 02:28:34,213,1,81.6
52e1960,2017-11-12 20:09:26,294,1,215.14
5563588,2018-01-09 06:28:45,237,1,27.8
169815e,2017-07-29 14:37:23,400,1,312.39
05c0c68,2018-02-01 17:39:01,213,1,56.85
00e5ea6,2017-09-26 16:19:36,341,1,68.89
51498d6,2018-08-19 18:44:47,14,1,256.59
275fd80,2017-05-31 20:57:04,459,1,40.86
fe42da1,2018-05-22 08:33:11,104,1,105.52
dad5018,2017-09-08 15:41:51,359,1,252.42
90cdf84,2017-01-25 18:55:31,585,1,27.86
d23b294,2018-04-07 11:50:43,148,1,82.33
366d115,2018-05-13 21:10:57,112,1,104.79
7cc5c19,2018-06-08 20:05:40,86,1,254.12
cefb480,2018-07-26 21:19:00,38,1,115.55
c848099,2017-08-09 20:53:41,389,1,45.09
baacaa9,2017-03-28 21:56:39,523,1,141.42
c91d1ea,2018-01-06 18:54:39,239,1,55.01
c63b403,2018-05-03 14:36:50,122,1,38.29
a5844ba,2018-05-16 13:04:22,109,1,80.11
d398a57,2017-01-08 09:35:14,602,1,84.59
5595ba3,2018-08-08 23:12:35,25,1,54.33
894e147,2017-10-25 14:59:58,312,1,50.01
f92baf0,2018-03-02 21:05:47,184,1,119.25
5d99506,2018-06-28 11:50:39,66,1,53.95
5fcd614,2017-08-12 21:16:33,386,1,116.94
56cc3b2,2018-06-07 15:59:08,87,1,138.62
c7b4b99,2018-08-07 15:17:28,26,1,190.28
6bf245d,2018-08-19 06:05:56,15,1,35.34
42c3440,2017-07-27 13:16:59,402,1,501.08
05b3574,2017-09-24 10:58:33,343,1,129.32
b0fbeb7,2017-11-09 20:51:32,297,1,57.28
fc6c2db,2017-11-24 18:16:53,282,1,66.6
ffbc87f,2018-03-16 12:07:30,170,1,126.2
aa24ca1,2018-02-09 15:04:23,205,1,361.47
950d991,2017-11-29 16:08:07,277,1,42.1
5abefd6,2017-04-21 13:34:28,499,1,26.86
